1	3857
1	5449
1	9394
1	9956
2	2065
2	5462
2	6570
2	6777
3	5309
3	8156
3	8259
3	9933
4	651
4	7856
4	9098
4	9484
5	6440
5	8223
5	9812
5	9930
6	7368
6	8804
6	9726
6	9970
7	7137
7	9292
7	9485
7	9681
8	8642
8	9180
8	9396
8	9480
9	2557
9	7093
9	9253
9	9999
10	1041
10	1847
10	9134
10	9934
11	8166
11	9610
11	9855
11	9994
12	1320
12	5739
12	6981
12	9967
13	5961
13	7453
13	9004
13	9555
14	9127
14	9296
14	9659
14	9909
15	4989
15	6277
15	7750
15	9925
16	8526
16	8978
16	9228
16	9261
17	6419
17	9228
17	9261
17	9357
18	1213
18	5674
18	7804
18	7905
19	6570
19	8755
19	9596
19	9974
20	5182
20	6133
20	6515
20	8737
21	2048
21	7668
21	9063
21	9592
22	6513
22	9063
22	9684
22	9803
23	4104
23	8459
23	9187
23	9510
24	3126
24	7774
24	9411
24	9876
25	3578
25	9407
25	9897
25	9911
26	4986
26	7737
26	9268
26	9705
27	3266
27	9735
27	9816
27	9947
28	2823
28	4320
28	6053
28	8484
29	5157
29	9533
29	9806
29	9958
30	9261
30	9330
30	9357
30	9676
31	4279
31	7722
31	9489
31	9974
32	5868
32	9416
32	9471
32	9722
33	1389
33	4762
33	8915
33	9433
34	3097
34	7124
34	9519
34	9948
35	5783
35	8742
35	9253
35	9655
36	6211
36	6455
36	9408
36	9512
37	3732
37	5592
37	8760
37	8935
38	3456
38	7446
38	8792
38	9757
39	2855
39	9644
39	9845
39	9940
40	5427
40	7794
40	8697
40	8744
41	7516
41	7599
41	8964
41	9804
42	2470
42	4860
42	6682
42	9295
43	1736
43	9197
43	9675
43	9730
44	1590
44	7946
44	8753
44	9873
45	3655
45	7554
45	8415
45	9937
46	5069
46	5299
46	6372
46	6667
47	2395
47	9601
47	9875
47	9887
48	6552
48	8207
48	8456
48	8458
49	127
49	5985
49	8517
49	9652
50	3690
50	6723
50	9734
50	9950
51	4814
51	9264
51	9607
51	9733
52	7508
52	8931
52	9618
52	9736
53	8704
53	9012
53	9826
53	9934
54	1284
54	9873
54	9948
54	9963
55	8684
55	9152
55	9639
55	9930
56	283
56	7646
56	9294
56	9374
57	3366
57	4224
57	9747
57	9967
58	7253
58	8237
58	9817
58	9904
59	5236
59	8820
59	8932
59	9750
60	9446
60	9553
60	9632
60	9869
61	3047
61	6666
61	9258
61	9701
62	7854
62	9080
62	9404
62	9778
63	8918
63	9321
63	9691
63	9914
64	820
64	4694
64	4927
64	7073
65	6009
65	8931
65	9425
65	9796
66	9227
66	9754
66	9969
66	9975
67	6647
67	7782
67	9616
67	9837
68	6926
68	9279
68	9300
68	9610
69	3370
69	7642
69	9907
69	9966
70	544
70	6681
70	8444
70	9991
71	6670
71	9150
71	9829
71	9882
72	4071
72	7805
72	8847
72	9440
73	7410
73	7908
73	9769
73	9770
74	4930
74	5936
74	9649
74	9809
75	6724
75	7043
75	9590
75	9813
76	9337
76	9497
76	9688
76	9793
77	7790
77	8165
77	8844
77	9932
78	2885
78	7702
78	8369
78	9651
79	2685
79	8498
79	9389
79	9740
80	3086
80	6844
80	8464
80	9621
81	6157
81	8048
81	8602
81	9907
82	3449
82	8605
82	8626
82	9980
83	6700
83	8159
83	9067
83	9763
84	3467
84	8785
84	9836
84	9895
85	6531
85	8089
85	9432
85	9961
86	2901
86	6584
86	9639
86	9840
87	7745
87	9133
87	9871
87	9986
88	2973
88	8582
88	9087
88	9474
89	8336
89	9099
89	9264
89	9415
90	9727
90	9758
90	9885
90	9966
91	5078
91	6989
91	9570
91	9881
92	8840
92	9261
92	9940
92	9944
93	6170
93	9443
93	9896
93	9957
94	3316
94	9449
94	9942
94	9986
95	5951
95	6893
95	7249
95	9959
96	869
96	7958
96	8679
96	9863
97	2503
97	4703
97	8348
97	9432
98	6375
98	9460
98	9817
98	9904
99	3852
99	3919
99	9802
99	9955
100	5401
100	7131
100	7535
100	8097
101	6464
101	9524
101	9670
101	9988
102	3081
102	8303
102	9140
102	9531
103	6704
103	8288
103	8887
103	9941
104	6859
104	9120
104	9753
104	9825
105	5417
105	5749
105	8224
105	8613
106	4869
106	4891
106	9053
106	9715
107	4351
107	6799
107	8744
107	9666
108	614
108	3015
108	8866
108	9834
109	8576
109	8802
109	9838
109	9913
110	7492
110	9152
110	9840
110	9930
111	116
111	911
111	4209
111	8307
112	767
112	7174
112	8105
112	8562
113	3892
113	4012
113	4220
113	8175
114	6397
114	9772
114	9784
114	9907
115	4801
115	7649
115	9931
115	9957
116	111
116	5804
116	8356
116	9216
117	2709
117	6371
117	8256
117	9801
118	7988
118	8111
118	9405
118	9862
119	8844
119	9219
119	9481
119	9911
120	9038
120	9790
120	9899
120	9977
121	6058
121	6761
121	9651
121	9926
122	7512
122	9062
122	9602
122	9854
123	7326
123	9802
123	9935
123	9938
124	6393
124	6630
124	8940
124	9814
125	4909
125	8930
125	9502
125	9687
126	9059
126	9289
126	9623
126	9991
127	49
127	2829
127	8871
127	9719
128	3139
128	5999
128	8041
128	9876
129	238
129	5347
129	8273
129	9987
130	1499
130	3519
130	9361
130	9696
131	2964
131	7871
131	9508
131	9733
132	6458
132	7390
132	7733
132	9930
133	2157
133	4185
133	9264
133	9540
134	6251
134	6859
134	8180
134	9998
135	4487
135	5608
135	8277
135	9811
136	3388
